2018-10-08,AFCF1809ICT,THU 11-10-2018,10:35 - 12:35,NEW CAMPUS,D-08-04,ABUS004-3-C-PS-T,RUTHIRA NAIR A/P A.B. KRISHENAN
2018-10-08,AFCF1809ICT,THU 11-10-2018,13:45 - 14:45,NEW CAMPUS,D-09-06,ABUS005-3-C-IMB-L,ROHANI BINTI MOHAMAD HUSAIN
2018-10-08,AFCF1809ICT,THU 11-10-2018,16:00 - 17:00,NEW CAMPUS,B-04-03,ABUS003-3-C-WCS-L,CHOU SOK FONG, RACHEL
2018-10-08,APT1F1801PD,FRI 12-10-2018,09:00 - 12:00,NEW CAMPUS,D-08-01,MPU3123-TITAS(LS),HALIMATON BINTI YUSOF
2018-10-08,APT1F1801PD,FRI 12-10-2018,09:00 - 12:00,NEW CAMPUS,D-08-10,MPU3143-BMK2(FS),MUNIRAH BINTI SALAMAT
2018-10-08,APT1F1802BIT,MON 08-10-2018,11:35 - 12:35,NEW CAMPUS,D-06-09,CE51500-4B-BSAD2-L,SIVAGURU A/L SUBARMANIYAN
2018-10-08,APT1F1802BIT,MON 08-10-2018,12:40 - 13:40,NEW CAMPUS,B-06-07,CE51402-4-LFS-L,MOHD NAJIB BIN ISMAIL
2018-10-08,APT1F1802BIT,MON 08-10-2018,13:45 - 14:45,NEW CAMPUS,Tech Lab 6-01,CE51600-4-SWD-T,DR. KADHAR BATCHA NOWSHATH
2018-10-08,APT1F1802BIT,MON 08-10-2018,14:45 - 15:45,NEW CAMPUS,Tech Lab 6-01,CE51600-4-SWD-LAB,DR. KADHAR BATCHA NOWSHATH
2018-10-08,APT1F1802BIT,WED 10-10-2018,10:35 - 11:35,NEW CAMPUS,Tech Lab 4-01,CE51500-4B-BSAD2-T,SIVAGURU A/L SUBARMANIYAN
2018-10-08,APT1F1802BIT,WED 10-10-2018,11:35 - 12:35,NEW CAMPUS,Tech Lab 4-01,CE51500-4B-BSAD2-LAB,SIVAGURU A/L SUBARMANIYAN
2018-10-08,APT1F1802BIT,WED 10-10-2018,12:40 - 13:40,NEW CAMPUS,D-07-06,CE51600-4-SWD-L,DR. KADHAR BATCHA NOWSHATH
2018-10-08,APT1F1802BIT,THU 11-10-2018,10:35 - 12:35,NEW CAMPUS,D-08-06,CE51402-4-LFS-T,MOHD NAJIB BIN ISMAIL
